ID,AmE_wordform,BrE_wordform,DE_wordform,EP_wordform,ES_wordform,PoS (all),NLD_orthg_AmE_BrE,NLD_orthg_AmE_DE,NLD_orthg_AmE_EP,NLD_orthg_AmE_ES,NLD_orthg_BrE_DE,NLD_orthg_BrE_EP,NLD_orthg_BrE_ES,NLD_orthg_DE_EP,NLD_orthg_DE_ES,NLD_orthg_EP_ES,NLD_phonoL_AmE_BrE,NLD_phonoL_AmE_DE,NLD_phonoL_AmE_EP,NLD_phonoL_AmE_ES,NLD_phonoL_BrE_DE,NLD_phonoL_BrE_EP,NLD_phonoL_BrE_ES,NLD_phonoL_DE_EP,NLD_phonoL_DE_ES,NLD_phonoL_EP_ES,NLD_phonoG_AmE_BrE,NLD_phonoG_AmE_DE,NLD_phonoG_AmE_EP,NLD_phonoG_AmE_ES,NLD_phonoG_BrE_DE,NLD_phonoG_BrE_EP,NLD_phonoG_BrE_ES,NLD_phonoG_DE_EP,NLD_phonoG_DE_ES,NLD_phonoG_EP_ES,AmE_wordform,LEN_orth_AmE,phonetic_t_AmE,LEN_phon_AmE,ANC_abs,ANC_mln,ANC_log10(abs+1),ANC_abs_annotated,ANC_mln_annotated,ANC_log10(abs+1)_annotated,SpecPoS_annotated_ANC,SubtlexUS_abs,SubtlexUS_mln,SubtlexUS_log10(abs+1),SubtlexUS_zipf,BrE_wordform,LEN_orth_BrE,phonetic_t_BrE,LEN_phon_BrE,Celex_abs,Celex_mln,Celex_log10(abs+1),Celex_abs_annotated,Celex_mln_annotated,Celex_log10(abs+1)_annotated,SpecPoS_annotated_Celex,SubtlexUK_abs,SubtlexUK_mln,SubtlexUK_log10(abs+1),SubtlexUK_zipf,DE_wordform,LEN_orth_DE,phonetic_t_DE,LEN_phon_DE,dlexDB_abs,dlexDB_mln,dlexDB_log10(abs+1),dlexDB_abs_annotated,dlexDB_mln_annotated,dlexDB_log10(abs+1)_annotated,SpecPoS_annotated_dlexDB,SubtlexDE_abs,SubtlexDE_mln,SubtlexDE_log10(abs+1),EP_wordform,EP_OA (1990),LEN_orth_EP,phonetic_t_EP,LEN_phon_EP,P-Pal_abs,P-PAL_mln,P-Pal_log10(abs+1),P-Pal_abs_annotated,P-Pal_mln_annotated,P-Pal_log10(abs+1)_annotated,SpecPoS_annotated_P-Pal,SubtlexPT_abs,SubtlexPT_mln,SubtlexPT_log10(abs+1),SubtlexPT_zipf,ES_wordform,LEN_orth_ES,phonetic_t_ES,LEN_phon_ES,Espal_abs,Espal_mln,Espal_log10(abs+1),Espal_abs_annotated,Espal_mln_annotated,Espal_log10(abs+1)_annotated,SpecPoS_annotated_Espal,SubtlexES_abs,SubtlexES_mln,Subtlex_ES_log10(abs+1),
5357,stick,stick,zusammenkleben,colar,pegar,V,1.000,0.143,0.000,0.000,0.143,0.000,0.000,0.071,0.071,0.400,1.000,0.266,0.313,0.353,0.266,0.313,0.353,0.292,0.286,0.634,1.000,0.203,0.146,0.163,0.203,0.146,0.163,0.176,0.174,0.512,stick,5,stɪk,4,915,40.866,2.962,595,26.574,2.775,,4953,97.118,3.695,4.987,stick,5,stɪk,4,978,54.637,2.991,508,28.380,2.707,,21025,104.428,4.323,5.018,zusammenkleben,14,ʦuzamənkle:bən,13,21,0.172,1.342,9,0.074,1.000,,8,0.315,0.954,colar,,5,kuɫaɾ,5,1089,5.320,3.037,659,3.219,2.820,,1433,18.367,3.157,4.264,pegar,5,peγaɾ,5,1385,4.501,3.142,1372,4.458,3.138,,328,7.885,2.517,
5358,sticky,sticky,klebrig,pegajoso,pegajoso,ADJ,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.972,0.395,0.341,0.313,0.415,0.352,0.329,0.248,0.298,0.862,0.986,0.181,0.158,0.146,0.190,0.163,0.153,0.117,0.139,0.930,sticky,6,stɪki,5,131,5.851,2.121,124,5.538,2.097,,292,5.725,2.467,3.759,sticky,6,stɪkɪ,5,191,10.670,2.283,191,10.670,2.283,,3767,18.710,3.576,4.272,klebrig,7,kle:bʁɪç,7,99,0.809,2.000,99,0.809,2.000,,45,1.772,1.663,pegajoso,,8,pɨγɐʒozu,8,42,0.205,1.633,42,0.205,1.633,,164,2.102,2.217,3.323,pegajoso,8,peγaxos̺o,8,453,1.472,2.657,426,1.384,2.630,,80,1.923,1.908,
5359,stigma,stigma,Stigma,estigma,estigma,N,1.000,1.000,0.857,0.857,1.000,0.857,0.857,0.857,0.857,1.000,1.000,0.923,0.737,0.728,0.923,0.737,0.728,0.748,0.766,0.913,1.000,0.961,0.796,0.791,0.961,0.796,0.791,0.802,0.811,0.956,stigma,6,stɪɡmə,6,105,4.690,2.025,99,4.422,2.000,,27,0.529,1.447,2.739,stigma,6,stɪɡmə,6,41,2.291,1.623,41,2.291,1.623,,417,2.071,2.621,3.317,Stigma,6,ʃtɪɡma,6,76,0.621,1.886,76,0.621,1.886,,2,0.079,0.477,estigma,,7,ɨʃtiγmɐ,7,524,2.560,2.720,524,2.560,2.720,,57,0.731,1.763,2.864,estigma,7,es̺tiγma,7,669,2.174,2.826,650,2.112,2.814,,38,0.913,1.591,
5360,stillness,stillness,Stille,quietude,quietud,N,1.000,0.667,0.111,0.111,0.667,0.111,0.111,0.250,0.143,0.875,1.000,0.668,0.406,0.569,0.668,0.406,0.569,0.500,0.419,0.686,1.000,0.668,0.250,0.320,0.668,0.250,0.320,0.369,0.273,0.778,stillness,9,stɪɫnɪs,7,12,0.536,1.114,12,0.536,1.114,,22,0.431,1.362,2.654,stillness,9,stɪɫnɪs,7,73,4.078,1.869,73,4.078,1.869,,144,0.715,2.161,2.857,Stille,6,ʃtɪlə,5,5006,40.924,3.700,3337,27.280,3.523,,232,9.134,2.367,quietude,,8,kiɛtuðɨ,7,187,0.914,2.274,187,0.914,2.274,,43,0.551,1.643,2.741,quietud,7,kjetuð,6,1342,4.361,3.128,1313,4.267,3.119,,49,1.178,1.699,
5361,stimulate,stimulate,stimulieren,estimular,estimular,V,1.000,0.636,0.667,0.667,0.636,0.667,0.667,0.545,0.545,1.000,1.000,0.644,0.635,0.646,0.644,0.635,0.646,0.624,0.614,0.957,1.000,0.640,0.651,0.657,0.640,0.651,0.657,0.584,0.579,0.979,stimulate,9,stɪmjʊɫeɪt,10,298,13.310,2.476,296,13.220,2.473,,70,1.373,1.851,3.143,stimulate,9,stɪmjʊleɪt,10,144,8.045,2.161,144,8.045,2.161,,781,3.879,2.893,3.589,stimulieren,11,ʃtimuli:ʁən,10,95,0.777,1.982,92,0.752,1.968,,22,0.866,1.362,estimular,,9,ɨʃtimuɫaɾ,9,2102,10.269,3.323,2102,10.269,3.323,,170,2.179,2.233,3.338,estimular,9,es̺timulaɾ,9,2835,9.212,3.453,2817,9.154,3.450,,64,1.538,1.813,
5362,stimulus,stimulus,Stimulus,estímulo,estímulo,N,1.000,1.000,0.500,0.500,1.000,0.500,0.500,0.500,0.500,1.000,1.000,0.853,0.584,0.610,0.853,0.584,0.610,0.697,0.684,0.927,1.000,0.925,0.541,0.554,0.925,0.541,0.554,0.595,0.590,0.963,stimulus,8,stɪmjʊɫəs,9,118,5.270,2.076,115,5.136,2.064,,26,0.510,1.431,2.723,stimulus,8,stɪmjʊləs,9,188,10.503,2.276,188,10.503,2.276,,1047,5.200,3.020,3.716,Stimulus,8,ʃtɪmʊlʊs,8,76,0.621,1.886,64,0.523,1.813,,1,0.039,0.301,estímulo,,8,ɨʃtimuɫu,8,1848,9.028,3.267,1848,9.028,3.267,,148,1.897,2.173,3.278,estímulo,8,es̺timulo,8,3302,10.730,3.519,3188,10.359,3.504,,78,1.875,1.898,
5363,sting,sting,Stachel,ferrão,aguijón,N,1.000,0.286,0.000,0.143,0.286,0.000,0.143,0.000,0.000,0.000,1.000,0.515,0.333,0.341,0.515,0.333,0.341,0.578,0.489,0.495,1.000,0.396,0.155,0.238,0.396,0.155,0.238,0.256,0.220,0.223,sting,5,stɪŋ,4,110,4.913,2.045,65,2.903,1.820,,358,7.020,2.555,3.847,sting,5,stɪŋ,4,95,5.307,1.982,63,3.520,1.806,,3756,18.655,3.575,4.271,Stachel,7,ʃtaxəl,6,310,2.534,2.493,308,2.518,2.490,,24,0.945,1.398,ferrão,,6,fɨʁɐ̃w,5,83,0.406,1.924,83,0.406,1.924,,72,0.923,1.863,2.965,aguijón,7,aγixon,6,498,1.618,2.698,483,1.570,2.685,,26,0.625,1.431,
5364,stingy,stingy,geizig,avarento,tacaño,ADJ,1.000,0.167,0.125,0.000,0.167,0.125,0.000,0.000,0.000,0.250,0.976,0.333,0.477,0.320,0.350,0.489,0.342,0.395,0.465,0.533,0.988,0.247,0.289,0.149,0.255,0.294,0.158,0.181,0.210,0.384,stingy,6,stɪndʒi,6,17,0.759,1.255,17,0.759,1.255,,63,1.235,1.806,3.098,stingy,6,stɪndʒɪ,6,10,0.559,1.041,10,0.559,1.041,,212,1.053,2.328,3.024,geizig,6,ɡaɪʦɪç,6,134,1.095,2.130,134,1.095,2.130,,68,2.677,1.839,avarento,,8,ɐvɐɾẽtu,7,88,0.430,1.949,28,0.137,1.462,,55,0.705,1.748,2.848,tacaño,6,takaɲo,6,129,0.419,2.114,107,0.348,2.033,,149,3.582,2.176,
5365,stir,stir,rühren,mexer,remover,V,1.000,0.167,0.200,0.143,0.167,0.200,0.143,0.167,0.286,0.429,0.700,0.416,0.516,0.414,0.276,0.336,0.286,0.546,0.378,0.617,0.844,0.285,0.349,0.271,0.220,0.266,0.212,0.343,0.331,0.520,stir,4,stɜɹ̠,4,162,7.235,2.212,132,5.895,2.124,,301,5.902,2.480,3.772,stir,4,stɜ:,3,305,17.039,2.486,268,14.972,2.430,,3035,15.074,3.482,4.178,rühren,6,ʁy:ʁən,5,1409,11.519,3.149,1208,9.876,3.082,,108,4.252,2.037,mexer,,5,mɨʃeɾ,5,2923,14.280,3.466,2923,14.280,3.466,,3771,48.334,3.577,4.684,remover,7,remoβeɾ,7,797,2.590,2.902,788,2.561,2.897,,105,2.524,2.025,
5366,stir,stir,umrühren,mexer,remover,V,1.000,0.125,0.200,0.143,0.125,0.200,0.143,0.250,0.125,0.429,0.700,0.322,0.516,0.414,0.222,0.336,0.286,0.525,0.388,0.617,0.844,0.220,0.349,0.271,0.173,0.266,0.212,0.381,0.249,0.520,stir,4,stɜɹ̠,4,162,7.235,2.212,132,5.895,2.124,,301,5.902,2.480,3.772,stir,4,stɜ:,3,305,17.039,2.486,268,14.972,2.430,,3035,15.074,3.482,4.178,umrühren,8,ʊmʁy:ʁən,7,105,0.858,2.025,39,0.319,1.602,,8,0.315,0.954,mexer,,5,mɨʃeɾ,5,2923,14.280,3.466,2923,14.280,3.466,,3771,48.334,3.577,4.684,remover,7,remoβeɾ,7,797,2.590,2.902,788,2.561,2.897,,105,2.524,2.025,
5367,stomach,stomach,Magen,estômago,estómago,N,1.000,0.143,0.500,0.500,0.143,0.500,0.500,0.250,0.250,0.875,1.000,0.453,0.638,0.630,0.453,0.638,0.630,0.291,0.272,0.899,1.000,0.289,0.567,0.564,0.289,0.567,0.564,0.270,0.261,0.887,stomach,7,stʌmək,6,377,16.838,2.577,342,15.275,2.535,,1725,33.824,3.237,4.529,stomach,7,stʌmək,6,721,40.279,2.859,705,39.385,2.849,,3826,19.003,3.583,4.279,Magen,5,ma:ɡən,5,1948,15.925,3.290,1946,15.909,3.289,,568,22.363,2.755,estômago,,8,ɨʃtomɐγu,8,1610,7.865,3.207,1610,7.865,3.207,,2328,29.839,3.367,4.475,estómago,8,es̺tomaγo,8,3618,11.757,3.559,3592,11.672,3.555,,1358,32.644,3.133,
5368,stone,stone,Stein,pedra,piedra,N,1.000,0.400,0.000,0.000,0.400,0.000,0.000,0.000,0.167,0.833,0.950,0.875,0.260,0.344,0.875,0.260,0.359,0.247,0.362,0.763,0.975,0.620,0.122,0.159,0.620,0.122,0.166,0.117,0.261,0.798,stone,5,stoʊn,5,1131,50.514,3.054,754,33.676,2.878,,2072,40.627,3.317,4.608,stone,5,stəʊn,5,1542,86.145,3.188,1474,82.346,3.169,,13847,68.776,4.141,4.837,Stein,5,ʃtaɪn,5,4617,37.744,3.664,4585,37.483,3.661,,1108,43.624,3.045,pedra,,5,pɛðɾɐ,5,9618,46.987,3.983,9618,46.987,3.983,,4457,57.127,3.649,4.757,piedra,6,pjeðɾa,6,24471,79.518,4.389,22073,71.726,4.344,,1602,38.510,3.205,
5369,stool,stool,Hocker,banco,banco,N,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.950,0.050,0.250,0.198,0.050,0.200,0.198,0.559,0.438,0.715,0.975,0.025,0.118,0.095,0.025,0.095,0.095,0.249,0.199,0.852,stool,5,stuɫ,4,55,2.456,1.748,50,2.233,1.708,,179,3.510,2.255,3.547,stool,5,stu:ɫ,4,159,8.883,2.204,159,8.883,2.204,,1038,5.156,3.017,3.712,Hocker,6,hɔkɐ,4,219,1.790,2.342,202,1.651,2.307,,47,1.850,1.681,banco,,5,bɐ̃ku,4,27529,134.489,4.440,27444,134.074,4.438,,9000,115.355,3.954,5.062,banco,5,baŋko,5,36510,118.639,4.562,12065,39.205,4.082,,3199,76.899,3.505,
5370,stool,stool,Stuhl,fezes,heces,N,1.000,0.600,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.600,0.950,0.925,0.577,0.460,0.975,0.537,0.410,0.517,0.410,0.663,0.975,0.755,0.256,0.208,0.778,0.240,0.187,0.232,0.187,0.631,stool,5,stuɫ,4,55,2.456,1.748,50,2.233,1.708,,179,3.510,2.255,3.547,stool,5,stu:ɫ,4,159,8.883,2.204,159,8.883,2.204,,1038,5.156,3.017,3.712,Stuhl,5,ʃtu:l,4,4051,33.117,3.608,4049,33.101,3.607,,773,30.434,2.889,fezes,,5,ˈfɛzɨʃ,5,315,1.539,2.500,315,1.539,2.500,,303,3.884,2.483,3.589,heces,5,eθes̺,4,771,2.505,2.888,766,2.489,2.885,,86,2.067,1.940,
5371,stop,stop,Haltestelle,paragem,parada,N,1.000,0.182,0.000,0.000,0.182,0.000,0.000,0.182,0.091,0.571,1.000,0.304,0.335,0.392,0.304,0.335,0.392,0.448,0.432,0.765,1.000,0.241,0.155,0.180,0.241,0.155,0.180,0.308,0.250,0.665,stop,4,stɑp,4,3455,154.310,3.539,610,27.244,2.786,,36071,707.275,4.557,5.849,stop,4,stɒp,4,3135,175.140,3.496,383,21.397,2.584,,71653,355.888,4.855,5.551,Haltestelle,11,haltəʃtɛlə,10,222,1.815,2.348,222,1.815,2.348,,80,3.150,1.908,paragem,,7,pɐɾaʒɐ̃j,7,3985,19.468,3.601,3985,19.468,3.601,,1169,14.983,3.068,4.176,parada,6,paɾaða,6,4244,13.791,3.628,3260,10.593,3.513,,1255,30.168,3.099,
5372,stop,stop,stoppen,parar,parar,V,1.000,0.571,0.000,0.000,0.571,0.000,0.000,0.000,0.000,1.000,1.000,0.617,0.475,0.475,0.617,0.475,0.475,0.582,0.545,0.955,1.000,0.594,0.215,0.215,0.594,0.215,0.215,0.258,0.243,0.978,stop,4,stɑp,4,3455,154.310,3.539,2539,113.399,3.405,,36071,707.275,4.557,5.849,stop,4,stɒp,4,3135,175.140,3.496,2752,153.743,3.440,,71653,355.888,4.855,5.551,stoppen,7,ʃtɔpən,6,415,3.393,2.619,381,3.115,2.582,,841,33.111,2.925,parar,,5,pɐɾaɾ,5,8303,40.563,3.919,8303,40.563,3.919,,17989,230.570,4.255,5.363,parar,5,paɾaɾ,5,6253,20.319,3.796,6211,20.183,3.793,,2560,61.538,3.408,
5373,stopped,stopped,gestoppt,parado,parado,V,1.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,1.000,1.000,0.671,0.392,0.392,0.671,0.392,0.392,0.423,0.401,0.929,1.000,0.583,0.180,0.180,0.583,0.180,0.180,0.193,0.183,0.964,stopped,7,ˈstɑpt,5,1315,58.732,3.119,1302,58.151,3.115,,3844,75.373,3.585,4.877,stopped,7,stɒpt,5,2605,145.531,3.416,2605,145.531,3.416,,12589,62.527,4.100,4.796,gestoppt,8,ɡəʃtɔpt,7,259,2.117,2.415,256,2.093,2.410,,200,7.874,2.303,parado,,6,pɐɾaðu,6,2814,13.747,3.449,2482,12.125,3.395,,2989,38.311,3.476,4.583,parado,6,paɾaðo,6,3399,11.045,3.531,3356,10.905,3.526,,1349,32.428,3.130,
5374,stopping,stopping,Halten,paragem,parada,N,1.000,0.125,0.000,0.000,0.125,0.000,0.000,0.286,0.167,0.571,1.000,0.363,0.473,0.307,0.363,0.473,0.307,0.446,0.337,0.765,1.000,0.238,0.214,0.143,0.238,0.214,0.143,0.364,0.249,0.665,stopping,8,ˈstɑpɪŋ,6,286,12.774,2.458,22,0.983,1.362,,1066,20.902,3.028,4.320,stopping,8,ˈstɒpɪŋ,6,318,17.765,2.504,318,17.765,2.504,V,4520,22.450,3.655,4.351,Halten,6,haltən,6,19867,162.414,4.298,653,5.338,2.816,,1455,57.285,3.163,paragem,,7,pɐɾaʒɐ̃j,7,3985,19.468,3.601,3985,19.468,3.601,,1169,14.983,3.068,4.176,parada,6,paɾaða,6,4244,13.791,3.628,3260,10.593,3.513,,1255,30.168,3.099,
5375,stopwatch,stopwatch,Stoppuhr,cronómetro,cronómetro,N,1.000,0.444,0.200,0.200,0.444,0.200,0.200,0.200,0.200,1.000,1.000,0.535,0.477,0.504,0.535,0.477,0.504,0.446,0.406,0.912,1.000,0.489,0.331,0.343,0.489,0.331,0.343,0.317,0.299,0.955,stopwatch,9,ˈstɑpwɑtʃ,7,4,0.179,0.699,4,0.179,0.699,,37,0.725,1.580,2.872,stopwatch,9,ˈstɒpwɒtʃ,7,14,0.782,1.176,14,0.782,1.176,,138,0.685,2.143,2.839,Stoppuhr,8,ʃtɔpu:ɐ,6,54,0.441,1.740,54,0.441,1.740,,13,0.512,1.146,cronómetro,,10,kɾunɔmɨtɾu,10,181,0.884,2.260,181,0.884,2.260,,85,1.090,1.934,3.037,cronómetro,10,kɾonometɾo,10,225,0.731,2.354,212,0.689,2.328,,59,1.418,1.778,
5376,storage,storage,Lagerung,armazenamento,almacenamiento,N,1.000,0.125,0.154,0.143,0.125,0.154,0.143,0.231,0.286,0.786,0.967,0.492,0.402,0.329,0.463,0.385,0.315,0.312,0.345,0.739,0.983,0.296,0.272,0.233,0.283,0.264,0.226,0.271,0.315,0.762,storage,7,ˈstɔɹ̠ɪdʒ,6,432,19.294,2.636,415,18.535,2.619,,452,8.863,2.656,3.948,storage,7,ˈstɔ:ɹ̠ɪdʒ,6,376,21.006,2.576,376,21.006,2.576,,3165,15.720,3.501,4.196,Lagerung,8,la:ɡəʁʊŋ,7,719,5.878,2.857,719,5.878,2.857,,21,0.827,1.342,armazenamento,,13,ɐɾmɐzɨnɐmẽtu,12,1376,6.722,3.139,1376,6.722,3.139,,229,2.935,2.362,3.468,almacenamiento,14,almaθenamjento,14,4125,13.404,3.616,3987,12.956,3.601,,74,1.779,1.875,
5377,store,store,Geschäft,loja,tienda,N,1.000,0.125,0.200,0.000,0.125,0.200,0.000,0.000,0.000,0.167,0.700,0.377,0.319,0.322,0.242,0.466,0.342,0.449,0.430,0.441,0.844,0.245,0.258,0.150,0.182,0.326,0.159,0.204,0.196,0.297,store,5,ˈstɔɹ̠,4,1778,79.410,3.250,1540,68.781,3.188,,4178,81.922,3.621,4.913,store,5,ˈstɔ:,3,1015,56.704,3.007,871,48.659,2.941,,8626,42.844,3.936,4.632,Geschäft,8,ɡəʃɛft,6,5325,43.532,3.726,5325,43.532,3.726,,2389,94.058,3.378,loja,,4,ɫoʒɐ,4,5984,29.234,3.777,5984,29.234,3.777,,7452,95.514,3.872,4.980,tienda,6,tjenda,6,8073,26.233,3.907,7751,25.187,3.889,,4249,102.139,3.628,
5378,stork,stork,Klapperstorch,cegonha,cigüeña,N,1.000,0.308,0.143,0.000,0.308,0.143,0.000,0.154,0.077,0.429,0.760,0.386,0.420,0.352,0.289,0.470,0.402,0.320,0.299,0.746,0.876,0.347,0.274,0.163,0.298,0.296,0.184,0.234,0.183,0.580,stork,5,ˈstɔɹ̠k,5,7,0.313,0.903,6,0.268,0.845,,83,1.627,1.924,3.216,stork,5,ˈstɔ:k,4,13,0.726,1.146,13,0.726,1.146,,147,0.730,2.170,2.866,Klapperstorch,13,klapɐʃto:ɐʃç,11,18,0.147,1.279,18,0.147,1.279,,NA,NA,NA,cegonha,,7,sɨγoɲɐ,6,311,1.519,2.494,311,1.519,2.494,,72,0.923,1.863,2.965,cigüeña,7,θiγweɲa,6,1405,4.566,3.148,1362,4.426,3.134,,31,0.745,1.505,
5379,stork,stork,Storch,cegonha,cigüeña,N,1.000,0.667,0.143,0.000,0.667,0.143,0.000,0.143,0.000,0.429,0.760,0.658,0.420,0.352,0.698,0.470,0.402,0.373,0.357,0.746,0.876,0.662,0.274,0.163,0.682,0.296,0.184,0.253,0.165,0.580,stork,5,ˈstɔɹ̠k,5,7,0.313,0.903,6,0.268,0.845,,83,1.627,1.924,3.216,stork,5,ˈstɔ:k,4,13,0.726,1.146,13,0.726,1.146,,147,0.730,2.170,2.866,Storch,6,ʃtɔ:ɐç,5,223,1.823,2.350,188,1.537,2.276,,18,0.709,1.279,cegonha,,7,sɨγoɲɐ,6,311,1.519,2.494,311,1.519,2.494,,72,0.923,1.863,2.965,cigüeña,7,θiγweɲa,6,1405,4.566,3.148,1362,4.426,3.134,,31,0.745,1.505,
5380,storm,storm,Sturm,tempestade,tempestad,N,1.000,0.800,0.200,0.111,0.800,0.200,0.111,0.200,0.111,0.900,0.760,0.695,0.368,0.371,0.819,0.321,0.332,0.357,0.346,0.735,0.876,0.747,0.281,0.234,0.810,0.259,0.217,0.276,0.223,0.816,storm,5,ˈstɔɹ̠m,5,600,26.798,2.779,594,26.530,2.775,,1574,30.863,3.197,4.489,storm,5,ˈstɔ:m,4,502,28.045,2.702,454,25.363,2.658,,5851,29.061,3.767,4.463,Sturm,5,ʃtʊɐm,5,3695,30.207,3.568,3680,30.084,3.566,,557,21.930,2.747,tempestade,,10,tẽpɨʃtaðɨ,9,2746,13.415,3.439,2746,13.415,3.439,,2563,32.851,3.409,4.517,tempestad,9,tempes̺ˈtað,9,2481,8.062,3.395,2334,7.584,3.368,,76,1.827,1.886,
5381,story,story,Geschichte,conto,cuento,N,1.000,0.100,0.000,0.000,0.100,0.000,0.000,0.200,0.200,0.667,0.932,0.388,0.460,0.266,0.379,0.437,0.292,0.488,0.577,0.640,0.966,0.236,0.208,0.125,0.232,0.199,0.137,0.336,0.375,0.653,story,5,ˈstɔɹ̠i,5,9632,430.192,3.984,8449,377.356,3.927,,11260,220.784,4.052,5.343,story,5,ˈstɔ:ɹ̠ɪ,5,2992,167.151,3.476,2992,167.151,3.476,,53104,263.759,4.725,5.421,Geschichte,10,ɡəʃɪçtə,7,31747,259.534,4.502,31747,259.534,4.502,,5601,220.520,3.748,conto,,5,ˈkõtu,4,3239,15.824,3.511,2858,13.962,3.456,,2622,33.607,3.419,4.526,cuento,6,kwento,5,9381,30.483,3.972,8801,28.599,3.945,,2029,48.774,3.307,
5382,story,story,Geschichte,história,historia,N,1.000,0.100,0.375,0.500,0.100,0.375,0.500,0.100,0.100,0.875,0.932,0.388,0.580,0.557,0.379,0.570,0.541,0.420,0.397,0.897,0.966,0.236,0.474,0.528,0.232,0.469,0.521,0.250,0.240,0.886,story,5,ˈstɔɹ̠i,5,9632,430.192,3.984,8449,377.356,3.927,,11260,220.784,4.052,5.343,story,5,ˈstɔ:ɹ̠ɪ,5,2992,167.151,3.476,2992,167.151,3.476,,53104,263.759,4.725,5.421,Geschichte,10,ɡəʃɪçtə,7,31747,259.534,4.502,31747,259.534,4.502,,5601,220.520,3.748,história,,8,ɨʃˈtɔɾjɐ,7,66308,323.943,4.822,66308,323.943,4.822,,24164,309.716,4.383,5.491,historia,8,is̺toɾja,7,155734,506.056,5.192,120021,390.007,5.079,,13098,314.856,4.117,
5383,storyteller,storyteller,Erzähler,narrador,narrador,N,1.000,0.364,0.182,0.182,0.364,0.182,0.182,0.125,0.125,1.000,0.866,0.398,0.498,0.521,0.432,0.464,0.454,0.414,0.446,0.846,0.932,0.381,0.331,0.341,0.397,0.315,0.311,0.261,0.276,0.921,storyteller,11,stɔɹ̠itɛɫəɹ̠,10,71,3.171,1.857,69,3.082,1.845,,27,0.529,1.447,2.739,storyteller,11,stɔ:ɹ̠ɪtɛlə,9,22,1.229,1.362,22,1.229,1.362,,156,0.775,2.196,2.892,Erzähler,8,ɛɐʦɛ:lɐ,6,483,3.949,2.685,483,3.949,2.685,,93,3.662,1.973,narrador,,8,nɐʁɐðoɾ,7,991,4.841,2.997,991,4.841,2.997,,151,1.935,2.182,3.287,narrador,8,naraðoɾ,7,2622,8.520,3.419,2499,8.120,3.398,,50,1.202,1.708,
5384,stove,stove,Herd,fogão,fogón,N,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.950,0.309,0.457,0.520,0.338,0.489,0.492,0.348,0.408,0.754,0.975,0.144,0.207,0.233,0.157,0.220,0.221,0.161,0.187,0.675,stove,5,stoʊv,5,143,6.387,2.158,140,6.253,2.149,,387,7.588,2.589,3.881,stove,5,stəʊv,5,299,16.704,2.477,294,16.425,2.470,,935,4.644,2.971,3.667,Herd,4,he:ɐt,4,961,7.856,2.983,959,7.840,2.982,,142,5.591,2.155,fogão,,5,fuγɐ̃w,5,542,2.648,2.735,542,2.648,2.735,,342,4.384,2.535,3.642,fogón,5,foγon,5,827,2.687,2.918,777,2.525,2.891,,15,0.361,1.204,
5385,straight,straight,gerade,direito,recto,ADJ|ADV,1.000,0.250,0.250,0.125,0.250,0.250,0.125,0.143,0.167,0.571,1.000,0.321,0.391,0.237,0.321,0.391,0.237,0.535,0.600,0.545,1.000,0.285,0.319,0.180,0.285,0.319,0.180,0.325,0.367,0.558,straight,8,stɹ̠eɪt,6,1272,56.811,3.105,1187,53.015,3.075,,6244,122.431,3.796,5.087,straight,8,stɹ̠eɪt,6,2198,122.793,3.342,1318,73.631,3.120,,36247,180.033,4.559,5.255,gerade,6,ɡəʁa:də,6,38823,317.381,4.589,38822,317.373,4.589,,16406,645.928,4.215,direito,,7,diɾɐjtu,7,50077,244.648,4.700,7946,38.819,3.900,,12284,157.447,4.089,5.197,recto,5,rekto,5,2629,8.543,3.420,2519,8.185,3.401,ADJ,261,6.274,2.418,
5386,strain,strain,Stamm,estirpe,estirpe,N,1.000,0.500,0.286,0.286,0.500,0.286,0.286,0.286,0.286,1.000,1.000,0.600,0.371,0.386,0.600,0.371,0.386,0.471,0.457,0.905,1.000,0.549,0.328,0.335,0.549,0.328,0.335,0.376,0.369,0.952,strain,6,stɹ̠eɪn,6,1101,49.174,3.042,994,44.395,2.998,,361,7.078,2.559,3.851,strain,6,stɹ̠eɪn,6,604,33.743,2.782,508,28.380,2.707,,2002,9.944,3.302,3.997,Stamm,5,ʃtam,4,1576,12.884,3.198,1566,12.802,3.195,,263,10.355,2.422,estirpe,,7,ɨʃtiɾpɨ,7,445,2.174,2.649,445,2.174,2.649,,114,1.461,2.061,3.165,estirpe,7,es̺tiɾpe,7,1048,3.405,3.021,1012,3.288,3.006,,32,0.769,1.519,
